id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
12256765,Corky's Dawg House and Hike,"Hot dawgs. Need we say more? Join Officers Betsy, Eleanor, and Jonah on a jaw-dropping (culinary) adventure of a lifetime! We will be doing a 6-mile hike in Pisgah National Forest (beginners encouraged!), followed by a delectable, juicy, life-changing, extravagant, and gourmet dawg. 1 dawg on us. C u there. register on rec.furman.edu",Rabbit Hole,2026-02-21T15:30:00+00:00,2026-02-21T23:30:00+00:00,Furman University Outdoors Club,183345,,Social,Public
11822570,Belay Your Boo,"Don't be scared... come climb at night... come hang for Halloween and climb with FUOC. (The spookiest thing may just be finding a boo) (jk come with or without whoever) Here is the late-night climbing event of the year, food will be served. Learn to climb or flash your skills, don't even worry about gear. Register on rec.furman.edu",Climb @ Blue Ridge,2025-10-31T02:00:00+00:00,2025-10-31T06:00:00+00:00,Furman University Outdoors Club,183345,,Social,Public
11843195,Belay Your Boo,"Don't be scared... come climb at night... come hang for Halloween and climb with FUOC. (The spookiest thing may just be finding a boo) (jk come with or without whoever) Here is the late-night climbing event of the year, food will be served. Learn to climb or flash your skills, don't even worry about gear.",Climb at Blue Ridge,2025-10-31T00:00:00+00:00,2025-10-31T05:00:00+00:00,Furman University Outdoors Club,183345,,Social,Public
11771081,Fall Break Backpacking,"Spend your Fall Break with FUOC in the Grayson Highlands! Join Officers Ronan, Jeff, Hope and Eleanor for views, fun, adventure, and ponies. Well spend 2 nights/3 days on the trail. Lots of fun to come! Register on rec.furman.edu",Rabbit Hole,2025-10-11T13:00:00+00:00,2025-10-11T22:30:00+00:00,Furman University Outdoors Club,183345,,Social,Public
11563859,Turtleback Falls trip,"Join us for an excellent hike to Turtleback Falls. After a delightful 1 to 2 mile hike, FUOC-ers can enjoy the blissful serenity of Turtleback Falls! Expect a natural waterslide, companionship, and fun. Please bring appropriate water gear + water. Sign up at rec.furman.edu!",Rabbit Hole,2025-09-07T13:00:00+00:00,2025-09-07T19:30:00+00:00,Furman University Outdoors Club,183345,,Social,Public
11190125,Ziplining Trip,"Come embrace the spring foliage of the beautiful green river gorge from above. Be a bird for a day with officers Lanie and Eleanor. March 22, 2025 beginning at 7:50-2:00pm. There are six available spots register on rec.furman.edu.",The Gorge Ziplines,2025-03-22T11:50:00+00:00,2025-03-22T18:00:00+00:00,Furman University Outdoor Club,183345,,Social,Public
10444868,Backpacking Sam Knob,Backpack the Sam Knob Loop in the Blue Ridge Mountains. We’ll camp one night on the trail on Laurel Creek and get to see views of the surrounding mountains from the top of Sam Knob and Devil’s Courthouse.,Sam Knob Trailhead,2024-09-21T12:00:00+00:00,2024-09-22T16:00:00+00:00,Furman University Outdoor Club,183345,,Social,Public
8901855,Dirt Church at Dupont State Forest,"Mtn bike ride at Dupont State Forest - all levels welcome, but mtn bikes and helmets are required. Bring water and a trail snack. We will be meeting in the North Chapel lot at Furman at 8:30am and then grabbing lunch after the ride. We should return to campus about 2pm. If you have any questions or want to RSVP, please email Dr. Simmons at aaron.simmons@furman.edu",Dupont State Forest,2023-02-19T13:30:00+00:00,2023-02-19T19:00:00+00:00,Furman University Outdoor Club,183345,,Athletics,Public
8856057,Caving at Worley's Cave,"Join FUOC for a day of caving at Worley's Cave in Bluff City, Tennessee. Worley's is a beautiful natural cave with living features and formations. Out guide will help us learn a bit about the life and geology of an undeveloped limestone cave. Worley’s Cave requires no prior caving experience. There are some mandatory tight passages with prolonged crawling. We provide all of the gear and an experienced guide. **RSVP through the Google Form on the weekly FUOC email**","Worley's Cave, Bluff City, TN",2023-02-18T18:00:00+00:00,2023-02-18T22:00:00+00:00,Furman University Outdoor Club,183345,Social Programmatic,Social,Public
8430291,ProjectROCK,"Get climbing on some of tallest indoor walls in the US! Officers Moultrie and Andrew will be leading a trip to this new, state-of-the-art climbing facility on October 15th so don't miss out! Learn some useful climbing techniques while scaling the hand-sculpted 85 foot walls modeled after real mountains from around the world. All skill levels welcome, so don't be afraid to sign up!",ProjectROCK Easley,2022-10-15T18:00:00+00:00,2022-10-15T21:00:00+00:00,Furman University Outdoor Club,183345,,Social,Public
8405495,"Crystal Mining at Diamond Hill Mine, SC","Join us for a day trip to dig your own quartz crystals & keep everything you find! Gloves and tools are provided by FUOC, and carpool will be arranged at the Rabbit Hole before we leave in the morning! Meet at the RH at 9am on Saturday, Oct. 15th! FUOC will pay for the first 15 people to RSVP! Everyone else will need to bring $20 cash to be able to dig for the day! Event caps at 25 people so sign up fast and tell your friends! Email officers Isabelle or Tyler with questions! (isabelle.jarvis@furman.edu, tewety5@furman.edu)",Diamond Hill Mine,2022-10-15T13:00:00+00:00,2022-10-15T21:00:00+00:00,Furman University Outdoor Club,183345,,Social,Public
8473534,Planting Trees with Trees Upstate,"We are joining with the local nonprofit TreesUpstate to plant trees in the Creekside Community of Greer, SC! We will be working in the common areas of the neighborhood, as well as assisting residents who need help planting on their private property. Gloves and shovels, as well as breakfast and lunch, will be provided to volunteers. We're planting over 50 trees! Fill out this form to participate! https://forms.gle/MfqPHKUTs1y7c1pj8 https://forms.gle/MfqPHKUTs1y7c1pj8","Greer, SC",2022-10-15T13:00:00+00:00,2022-10-15T16:00:00+00:00,Furman University Outdoor Club,183345,Community Service,CommunityService,Public
7984824,Sugar Mountain Ski Trip,"We will be skiing at Sugar Mountain in North Carolina. FUOC will pay for your lift passes. You will need to rent your own gear, but we can help you coordinate rides there.",Sugar Mountain,2022-03-20T10:30:00+00:00,2022-03-20T20:30:00+00:00,Furman University Outdoor Club,183345,,Social,Public
2878351,Save Our Saluda River Sweep,"River sweepers will meet at the Burger King/Spinx in Marietta (15-20 min north of FU) at 8:30am, then break into groups to clean different sites. Some groups may finish before this, but any group still working at noon will call it quits. One of the SOS board members has a cabin by one of the clean-up sites and is doing lunch for anyone who wants to come. If you are thinking about coming, please email clayton.burton@furman.edu for carpooling planning, etc. Saluda River Clean Up!: This is a great opportunity to get some service hours while enjoying a hike in the great outdoors. The Saluda River Cleanup is an annual event that FUOC always participates in. Email our advisor clayton.burton@furman.edu or our Treasurer David.lewis@furman.edu for more info!",Spinx / Burger King,2018-10-27T12:30:00+00:00,2018-10-27T16:00:00+00:00,Furman University Outdoor Club,183345,,CommunityService,Public
1951639,Mountain Biking,details to come,tbd,2018-04-07T16:00:00+00:00,2018-04-07T17:00:00+00:00,Furman University Outdoor Club,183345,,Athletics,Public
1951648,Holi Festival (CLP),"Not sure on time, location, or activities.",not sure,2018-04-06T16:00:00+00:00,2018-04-06T17:00:00+00:00,Furman University Outdoor Club,183345,CLP,Cultural,Public
1711244,FUOC Formal,"As the end of the year approaches, we have one big event still on our minds. FUOC FORMAL! The date has been changed! Our outdoor, chilling, grilling, dancing, hanging extraordinaire will now be on Friday April 21st. The event will be held off campus at one of our recent alumni's barn style house. Make your way to the rabbit hole at 5:00pm and we will caravan over to the location. Bring spike ball, footballs, or anything you might want to play There will be burgers and veggie burgers, fruit, chips, and smores. Also, we have teamed up with NGU again, so be expecting to meet some new friends or run into people you met at Rabbit Fest in the fall! The group will be leaving to head back to Furman at 9:00pm. If you can't make it for the entire event, no worries! Email kathleen.marsh@furman.edu and she will send you the address. If you plan on coming - even for just a bit - RSVP on the google doc below. https://docs.google.com/spreadsheets/d/14DFjG9A3ite5oQxPwZrhDhFsgCoPyoNliVb5gTsTbvw/edit?usp=sharing Please keep in mind that this is an event, just like every event, is for FUOC members. Some of y'all who get the weekly email have not yet submitted $10 and signed the waiver. This does not mean that we don't want you at Formal! It just means that on the RSVP sheet, you need to type ""no"" under member status and bring $10 with you on April 21st. FUOC philosophy is one centered around inclusion, but as an official Furman SGA sponsored club, we need to hold certain standards.",No location specified,2017-04-21T04:00:00+00:00,2017-04-21T04:00:00+00:00,Furman University Outdoor Club,183345,,Unknown,Public
1711697,Hike Mount Mitchell,contacts: Julia Britt & Susie Wold,No location specified,2017-04-08T04:00:00+00:00,2017-04-08T04:00:00+00:00,Furman University Outdoor Club,183345,,Unknown,Public
1711835,Flatwater paddle on Lake Jocassee,,No location specified,2017-03-31T04:00:00+00:00,2017-04-01T04:00:00+00:00,Furman University Outdoor Club,183345,,Unknown,Public
