id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
12268820,Winter Function,"Tri Delta's annual themed winter function. The theme this year is Spotify WrappeDDD - members and guests will dress up as their top artist on Spotify Wrapped, or their favorite artist. There will be catering and a cash bar.",The Smokestacks at Judson Mill,2026-02-20T23:30:00+00:00,2026-02-21T01:30:00+00:00,Delta Delta Delta,183344,Greek Life Event,Social,Public
11019889,International Childhood Cancer Awareness Day,"Tri Delta members will promote International Childhood Cancer Awareness Day on February 12 by tabling outside the library, passing out bracelets, ribbons, and flowers to students and faculty on campus, and will fundraise online through social media. International Childhood Cancer Awareness Day is on February 15, but Tri Delta members will promote it on campus on February 12 instead. Any fundraising done or donations given will go to towards Tri Delta's national philanthropy, St. Jude!",Joseph Vaughn Plaza,2025-02-12T16:30:00+00:00,2025-02-12T18:30:00+00:00,Delta Delta Delta,183344,Greek Life Event,Fundraising,Public
10425569,Tri Delta Recruitment Workshop 3,Workshops to prepare and familiarize the chapter with recruitment guidelines and expectations.,PAC 114,2024-11-12T00:00:00+00:00,2024-11-12T02:00:00+00:00,Delta Delta Delta,183344,,GroupBusiness,Public
10425568,Tri Delta Recruitment Workshop 1 & 2,Workshops to prepare and familiarize the chapter with recruitment guidelines and expectations.,PAC 114,2024-10-21T23:00:00+00:00,2024-10-22T01:00:00+00:00,Delta Delta Delta,183344,,GroupBusiness,Public
1695757,Stephanie Arani's Birthday,"HAPPY BIRTHDAY, STEPHANIE!!!",everywhere!,2013-06-20T04:00:00+00:00,2013-06-20T04:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1695342,Becca Dikter's Birthday,HAPPY BIRTHDAY BECCA!!!,everywhere!,2013-01-21T05:00:00+00:00,2013-01-21T05:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1697070,Kristen Kailer's Birthday,"HAPPY BIRTHDAY, KRISTEN!!!",everywhere!,2012-11-29T05:00:00+00:00,2012-11-29T05:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1701104,Join Tridelta to watch Modern Family!,Come join the sisters of Tridelta to watch and enjoy Modern Family! Good times to laugh and get to know each other!,McEarchern Lecture Hall,2012-11-29T02:00:00+00:00,2012-11-29T02:30:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1699109,Join Tridelta to watch Modern Family!,Come join the sisters of Tridelta to watch and enjoy Modern Family! Good times to laugh and get to know each other!,McEarchern Lecture Hall,2012-10-18T01:00:00+00:00,2012-10-18T01:30:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1695562,Emily Raiford's Birthday,"HAPPY BIRTHDAY, EMILY!!!",everywhere!,2012-10-05T04:00:00+00:00,2012-10-05T04:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1695612,Cameron Egan's Birthday,"HAPPY BIRTHDAY, CAMERON!!!",everywhere!,2012-07-10T04:00:00+00:00,2012-07-10T04:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1695964,Kelsey Burchak's Birthday,"HAPPY BIRTHDAY, KELSEY!!!",everywhere!,2012-07-10T04:00:00+00:00,2012-07-10T04:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1709009,Carrie LaGrone's Birthday,"HAPPY BIRTHDAY, CARRIE!!!",everywhere!,2012-07-09T04:00:00+00:00,2012-07-09T04:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1696299,Carly Grieff's Birthday,"HAPPY BIRTHDAY, CARLY!!!",everywhere!,2012-07-05T04:00:00+00:00,2012-07-05T04:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1695634,Cara Lepore's Birthday,"HAPPY BIRTHDAY, CARA!!!!",No location specified,2012-06-30T04:00:00+00:00,2012-06-30T04:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1695856,Stephanie Arani's Birthday,"HAPPY BIRTHDAY, STEPHANIE!!!",everywhere!,2012-06-20T04:00:00+00:00,2012-06-20T04:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1696160,Morgan Hobb's Birthday,"HAPPY BIRTHDAY, MORGAN!!!!",everywhere!,2012-06-08T04:00:00+00:00,2012-06-08T04:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1695232,Mary Parman's Birthday,HAPPY BIRTHDAY MARY!!!,everywhere!,2012-06-06T05:00:00+00:00,2012-06-06T06:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1695616,Dessert Party,Sisterhood Dessert Party from 8:30-9:30pm in J300! Not mandatory! Just for fun! Come and enjoy some dessert with your sisters before exams start!,J300,2012-04-24T00:30:00+00:00,2012-04-24T01:30:00+00:00,Delta Delta Delta,183344,,Unknown,Public
1695628,Jessica Jackson's Birthday,Happy birthday Jessica!!!,Everywhere!,2012-04-15T05:00:00+00:00,2012-04-15T06:00:00+00:00,Delta Delta Delta,183344,,Unknown,Public
