id,name,description,location,starts_on,ends_on,org_name,org_id,category_names,theme,visibility
11771125,Rocky Horror Picture Show Performance,"Join us for our 7th annual shadow box cast of the Rocky Horror Picture Show in celebration of the 50th anniversary of the film! Showing on October 31st in Burgiss Theater at 7PM and on November 1st in Daniel Recital Hall at 7PM, open to all students!",Daniel Recital Hall,2025-11-01T23:00:00+00:00,2025-11-02T01:00:00+00:00,Furman University Pauper Players,183412,Fine Arts,Arts,Public
11771124,Rocky Horror Picture Show Performance,"Join us for our 7th annual shadow box cast of the Rocky Horror Picture Show in celebration of the 50th anniversary of the film! Showing on October 31st in Burgiss Theater at 7PM and on November 1st in Daniel Recital Hall at 7PM, open to all students!",Burgiss Theater,2025-10-31T23:00:00+00:00,2025-11-01T01:00:00+00:00,Furman University Pauper Players,183412,Fine Arts,Arts,Public
11540246,Rocky Horror Picture Show Auditions,Pauper players is excited to announce auditions for our annual Rocky Horror Picture Show!! We will be having virtual as well as in person auditions on 9/6 & 9/7! Please look to @FUpauperplayers on instagram for more information and sign ups soon,FUR-201,2025-09-07T20:00:00+00:00,2025-09-07T23:00:00+00:00,Furman University Pauper Players,183412,,Arts,Public
11232319,Pauper Players Firebringer Auditions,We invite you all to audition for Pauper Players Fall 2025 production of Firebringer! Please prepare 1-2 minutes of a musical theater/pop song and wear comfortable clothes to move in! Sign up for your audition slot now: https://www.signupgenius.com/go/10C054DA5A92CA6FEC16-56102412-firebringer#/,Furman Hall 119,2025-04-16T00:30:00+00:00,2025-04-16T01:30:00+00:00,Furman University Pauper Players,183412,,Arts,Public
11232318,Pauper Players Firebringer Auditions,We invite you all to audition for Pauper Players Fall 2025 production of Firebringer! Please prepare 1-2 minutes of a musical theater/pop song and wear comfortable clothes to move in! Sign up for your audition slot now: https://www.signupgenius.com/go/10C054DA5A92CA6FEC16-56102412-firebringer#/,Furman Hall 121,2025-04-15T19:30:00+00:00,2025-04-15T21:30:00+00:00,Furman University Pauper Players,183412,,Arts,Public
11232317,Pauper Players Firebringer Auditions,We invite you all to audition for Pauper Players Fall 2025 production of Firebringer! Please prepare 1-2 minutes of a musical theater/pop song and wear comfortable clothes to move in! Sign up for your audition slot now: https://www.signupgenius.com/go/10C054DA5A92CA6FEC16-56102412-firebringer#/,Furman Hall 119,2025-04-15T00:30:00+00:00,2025-04-15T02:30:00+00:00,Furman University Pauper Players,183412,,Arts,Public
10722820,Auditions for The Lightning Thief Musical,"Four days of auditions for Pauper Player's annual Spring production of The Lightening Thief: A Percy Jackson Musical! Auditions dates: 12/2, 12/3, 12/4, & 12/5 with a variety of times. Callbacks will be on 12/6. Be sure to sign up using the Signup Genius located in the bio of our Instagram and for more information about the process, come to the informational meeting on 11/22 in FUR-204!",DMB-104,2024-12-06T23:00:00+00:00,2024-12-07T00:30:00+00:00,Furman University Pauper Players,183412,,Arts,Public
1697261,Company presented by Pauper Players,"Company is a musical comedy revolving around Bobby (a single man unable to commit fully to a steady relationship, let alone marriage), the five married couples who are his best friends, and his three girlfriends. Unlike most book musicals, which follow a clearly delineated plot, Company is a concept musical composed of short vignettes, presented in no particular chronological order, linked by a celebration for Bobby's 35th birthday. Seating is limited.",McAlister Auditorium,2013-09-29T18:00:00+00:00,2013-09-29T20:00:00+00:00,Furman University Pauper Players,183412,,Unknown,Public
1696770,Company presented by Pauper Players,"Company is a musical comedy revolving around Bobby (a single man unable to commit fully to a steady relationship, let alone marriage), the five married couples who are his best friends, and his three girlfriends. Unlike most book musicals, which follow a clearly delineated plot, Company is a concept musical composed of short vignettes, presented in no particular chronological order, linked by a celebration for Bobby's 35th birthday. Seating is limited.",McAlister Auditorium,2013-09-29T00:00:00+00:00,2013-09-29T02:00:00+00:00,Furman University Pauper Players,183412,,Unknown,Public
1709717,Pauper Players Open Meeting,Pauper Players Council will be holding an open meeting on THURSDAY! We will be discussing: Spring Awakening RENT Director Applications Council Member Applications Hope to see you there!,Harper Hall,2012-10-18T22:30:00+00:00,2012-10-18T23:30:00+00:00,Furman University Pauper Players,183412,,Unknown,Public
1695571,Auditions for Spring Awakening,"Come audition for the Pauper Player's fall production of SPRING AWAKENING! Auditions will be held on: Monday, April 23rd from 7:00-8:00pm and Tuesday, April 24th from 6:30-9:00pm **Auditions will be held in the Downstairs Theory Room** Prepared at least 16 bars of a musical theater piece or rock song Email emily.zinger@furman.edu with any questions!",Downstairs Theory Room (Music Building),2012-04-23T23:00:00+00:00,2012-04-24T00:00:00+00:00,Furman University Pauper Players,183412,,Unknown,Public
